Raters,Reps,Gender,Cons,Stimuli,Comp,Prof,Acc,Intel,RT1,RT2,WER
HR2,R3,Female,PRE,F11,4,4,4,4,2.65,2.18,0.111111111
HR2,R3,Female,POST,F12,4,6,5,6,5.78,2.17,0.111111111
HR2,R3,Female,PRE,F12,4,4,6,5,2.01,4.74,0.111111111
HR2,R3,Female,POST,F13,3,3,3,3,1.88,2.22,0.111111111
HR2,R3,Female,PRE,F13,3,3,3,2,2.48,2.32,0.333333333
HR2,R3,Female,POST,F14,5,5,5,6,5.91,2.51,0.111111111
HR2,R3,Female,PRE,F14,4,4,5,6,2.58,2.34,0.111111111
HR2,R3,Female,POST,F15,4,4,4,4,3.27,2.75,0.222222222
HR2,R3,Female,PRE,F15,4,3,4,5,3.43,4.91,0.222222222
HR2,R3,Male,POST,M01,5,5,6,6,3.69,2.6,0.333333333
HR2,R3,Male,PRE,M01,3,3,4,4,7.77,2.72,0.333333333
HR2,R3,Male,POST,M02,6,6,6,7,4.6,3.5,0.444444444
HR2,R3,Male,PRE,M02,6,7,7,7,4.3,2.3,0.111111111
HR2,R3,Male,POST,M03,4,3,4,3,6.52,2.37,0.222222222
HR2,R3,Male,PRE,M03,3,2,3,2,1.97,2.88,0.222222222
HR2,R3,Male,POST,M04,3,3,3,3,1.84,2.02,0.111111111
HR2,R3,Male,PRE,M04,3,2,3,3,1.79,2.79,0.222222222
HR2,R3,Male,POST,M05,3,3,3,3,4.6,4.14,0.111111111
HR2,R3,Male,PRE,M05,4,4,4,4,2.61,3.26,0.222222222
HR2,R3,Male,POST,M06,3,2,3,3,1.95,1.81,0.444444444
HR2,R3,Male,PRE,M06,3,2,3,2,1.87,1.74,0.444444444
HR2,R3,Male,POST,M07,4,5,4,5,6.51,2.51,0.111111111
HR2,R3,Male,PRE,M07,4,3,4,5,5.55,6.02,0.222222222
HR2,R3,Male,POST,M08,5,6,5,6,2.56,1.98,0.111111111
HR2,R3,Male,PRE,M08,4,5,4,4,2.41,3.53,0.222222222
HR2,R3,Male,POST,M09,3,3,4,4,3.12,4.34,0.222222222
HR2,R3,Male,PRE,M09,3,2,3,2,1.79,2.25,0.555555556
HR2,R3,Male,POST,M10,4,3,4,3,5.69,3.23,0.222222222
HR2,R3,Male,PRE,M10,3,3,4,4,3.78,5.9,0.333333333
HR2,R3,Male,POST,M11,2,2,6,4,2.45,6.19,0.333333333
HR2,R3,Male,PRE,M11,4,5,5,5,2.23,3.27,0.111111111
HR2,R3,Male,POST,M12,3,3,4,4,2.07,6.21,0.222222222
HR2,R3,Male,PRE,M12,6,6,6,7,2.87,2.99,0.111111111
HR2,R3,Male,POST,M13,3,3,4,3,2.09,2.47,0.333333333
HR2,R3,Male,PRE,M13,3,2,4,3,3.74,6.78,0.333333333
HR2,R3,Male,POST,M14,2,2,3,2,2.33,6.52,0.222222222
HR2,R3,Male,PRE,M14,3,3,3,3,3.88,5.21,0.111111111
HR2,R3,Male,POST,M15,4,4,4,4,4.61,2.31,0.111111111
HR2,R3,Male,PRE,M15,3,2,3,3,1.68,3.08,0.333333333
HR3,R3,Female,POST,F01,6,6,7,6,7.09,6.48,0.111111111
HR3,R3,Female,PRE,F01,5,5,5,6,5.68,6.73,0.333333333
HR3,R3,Female,POST,F02,6,7,7,7,6.18,5.91,0.111111111
HR3,R3,Female,PRE,F02,5,6,6,7,7.23,7.09,0.111111111
HR3,R3,Female,POST,F03,7,7,7,7,4.71,4.57,0.111111111
HR3,R3,Female,PRE,F03,6,7,7,6,6.4,7.76,0.111111111
HR3,R3,Female,POST,F04,6,7,6,6,5.16,14.04,0.111111111
HR3,R3,Female,PRE,F04,6,6,6,6,5.84,5.58,0.111111111
HR3,R3,Female,POST,F05,6,6,6,6,6.66,4.83,0.111111111
HR3,R3,Female,PRE,F05,6,7,6,6,7.02,6.11,0.222222222
HR3,R3,Female,POST,F06,5,6,7,6,5.65,5.86,0.666666667
HR3,R3,Female,PRE,F06,7,6,6,6,11.42,5.27,0.333333333
HR3,R3,Female,POST,F07,6,7,7,6,5.17,5.22,0.222222222
HR3,R3,Female,PRE,F07,6,7,6,6,5,5.52,0.444444444
HR3,R3,Female,POST,F08,6,6,6,6,5.6,5.51,0.333333333
HR3,R3,Female,PRE,F08,6,7,6,6,5.76,5.32,0.111111111
HR3,R3,Female,POST,F09,6,7,7,7,5.39,4.94,0.222222222
HR3,R3,Female,PRE,F09,7,7,7,7,4.45,4.21,0.111111111
HR3,R3,Female,POST,F10,6,6,7,6,5.45,7.24,0.444444444
HR3,R3,Female,PRE,F10,6,6,6,6,4.47,4.5,0.666666667
HR3,R3,Female,POST,F11,7,6,6,6,6.38,6.12,0.333333333
HR3,R3,Female,PRE,F11,5,7,7,7,4.27,5,0.111111111
HR3,R3,Female,POST,F12,6,7,6,6,6.35,7.73,0.111111111
HR3,R3,Female,PRE,F12,6,7,7,6,6.01,5.58,0.111111111
HR3,R3,Female,POST,F13,5,5,6,6,7.92,6.17,0.111111111
HR3,R3,Female,PRE,F13,5,5,6,6,6.01,7.14,0.333333333
HR3,R3,Female,POST,F14,6,7,7,7,5.14,4.07,0.111111111
HR3,R3,Female,PRE,F14,7,7,7,6,5.45,5.51,0.111111111
HR3,R3,Female,POST,F15,6,6,7,6,5.12,5.16,0.222222222
HR3,R3,Female,PRE,F15,6,6,7,6,6.09,5.37,0.222222222
HR3,R3,Male,POST,M01,5,6,6,5,6.56,6.35,0.333333333
HR3,R3,Male,PRE,M01,5,6,7,6,10.13,7.11,0.333333333
HR3,R3,Male,POST,M02,7,7,6,6,4.79,4.02,0.444444444
HR3,R3,Male,PRE,M02,6,7,7,7,7.99,6.23,0.111111111
HR3,R3,Male,POST,M03,6,6,5,5,5.82,5.98,0.222222222
HR3,R3,Male,PRE,M03,5,6,5,5,6.9,5.98,0.222222222
HR3,R3,Male,POST,M04,6,6,6,6,5.56,6.68,0.111111111
HR3,R3,Male,PRE,M04,6,6,6,6,5.24,4.36,0.222222222
HR3,R3,Male,POST,M05,5,5,6,6,5.69,5.67,0.111111111
HR3,R3,Male,PRE,M05,6,6,5,6,5.32,4.79,0.222222222
HR3,R3,Male,POST,M06,6,6,5,5,6.37,5.4,0.444444444
HR3,R3,Male,PRE,M06,5,5,5,5,5.91,5.55,0.444444444
HR3,R3,Male,POST,M07,6,6,6,6,6.32,6.1,0.111111111
HR3,R3,Male,PRE,M07,5,5,6,5,6.21,8.31,0.222222222
HR3,R3,Male,POST,M08,6,6,6,6,4.93,4.27,0.111111111
HR3,R3,Male,PRE,M08,5,6,6,6,4.89,5.44,0.222222222
HR3,R3,Male,POST,M09,5,6,6,6,6.02,7.01,0.222222222
HR3,R3,Male,PRE,M09,5,4,5,5,8.01,7.49,0.555555556
HR3,R3,Male,POST,M10,5,6,5,5,5.74,5.86,0.222222222
HR3,R3,Male,PRE,M10,5,6,6,6,5.98,7.1,0.333333333
HR3,R3,Male,POST,M11,5,6,6,6,6.74,8.31,0.333333333
HR3,R3,Male,PRE,M11,6,6,7,6,6.06,6.22,0.111111111
HR3,R3,Male,POST,M12,5,6,5,6,8.83,7.18,0.222222222
HR3,R3,Male,PRE,M12,6,7,7,6,4.97,5.19,0.111111111
HR3,R3,Male,POST,M13,5,5,6,5,6.77,6.83,0.333333333
HR3,R3,Male,PRE,M13,5,4,6,6,6.3,10.56,0.333333333
HR3,R3,Male,POST,M14,5,6,5,5,8.69,11.19,0.222222222
HR3,R3,Male,PRE,M14,5,5,6,5,6.29,6.17,0.111111111
HR3,R3,Male,POST,M15,6,6,6,6,6.84,6.53,0.111111111
HR3,R3,Male,PRE,M15,6,6,6,6,5.05,4.76,0.333333333
HR4,R3,Female,POST,F01,5,5,5,5,6.66,8.19,0.111111111
HR4,R3,Female,PRE,F01,3,4,4,5,6.49,5.49,0.333333333
HR4,R3,Female,POST,F02,5,5,5,5,5.03,4.91,0.111111111
HR4,R3,Female,PRE,F02,3,4,4,5,5.7,5.84,0.111111111
HR4,R3,Female,POST,F03,5,6,7,7,6.09,4.23,0.111111111
HR4,R3,Female,PRE,F03,7,7,7,7,4.07,3.8,0.111111111
HR4,R3,Female,POST,F04,5,5,5,6,5.56,5.35,0.111111111
HR4,R3,Female,PRE,F04,5,5,3,5,7.75,5.33,0.111111111
HR4,R3,Female,POST,F05,5,4,4,5,6.55,5.16,0.111111111
HR4,R3,Female,PRE,F05,4,5,4,5,5.81,5.97,0.222222222
HR4,R3,Female,POST,F06,4,3,4,4,5.66,5.73,0.666666667
HR4,R3,Female,PRE,F06,3,4,4,5,6.15,5.24,0.333333333
HR4,R3,Female,POST,F07,4,5,4,5,5.52,5.57,0.222222222
HR4,R3,Female,PRE,F07,4,5,5,4,6.5,4.43,0.444444444
HR4,R3,Female,POST,F08,5,4,6,5,5.12,5.16,0.333333333
HR4,R3,Female,PRE,F08,4,4,4,5,5.61,6.43,0.111111111
HR4,R3,Female,POST,F09,5,5,4,5,5.88,4.75,0.222222222
HR4,R3,Female,PRE,F09,5,6,5,6,7.02,4.13,0.111111111
HR4,R3,Female,POST,F10,4,4,3,4,6.47,4.7,0.444444444
HR4,R3,Female,PRE,F10,3,4,3,4,5.46,4.29,0.666666667
HR4,R3,Female,POST,F11,4,3,5,5,6.35,11.74,0.333333333
HR4,R3,Female,PRE,F11,7,6,4,4,5.37,3.56,0.111111111
HR4,R3,Female,POST,F12,5,4,4,5,5.63,8.38,0.111111111
HR4,R3,Female,PRE,F12,5,4,5,5,7.75,6.1,0.111111111
HR4,R3,Female,POST,F13,5,4,4,5,7.88,5.86,0.111111111
HR4,R3,Female,PRE,F13,4,3,4,5,7.14,6.43,0.333333333
HR4,R3,Female,POST,F14,6,5,5,5,8.26,3.98,0.111111111
HR4,R3,Female,PRE,F14,5,6,5,5,8.36,6.12,0.111111111
HR4,R3,Female,POST,F15,4,5,5,6,6.07,4.91,0.222222222
HR4,R3,Female,PRE,F15,5,4,4,4,6.66,9.52,0.222222222
HR4,R3,Male,POST,M01,4,5,3,4,7.29,7.88,0.333333333
HR4,R3,Male,PRE,M01,4,5,5,5,7.39,7.36,0.333333333
HR4,R3,Male,POST,M02,4,4,4,4,5.12,10.12,0.444444444
HR4,R3,Male,PRE,M02,3,5,4,3,8.13,5.43,0.111111111
HR4,R3,Male,POST,M03,5,4,3,5,5.23,7.09,0.222222222
HR4,R3,Male,PRE,M03,3,3,4,4,10.74,6,0.222222222
HR4,R3,Male,POST,M04,6,4,4,5,4.68,5.2,0.111111111
HR4,R3,Male,PRE,M04,5,3,4,5,5.42,4.82,0.222222222
HR4,R3,Male,POST,M05,4,3,4,5,6.64,5.67,0.111111111
HR4,R3,Male,PRE,M05,5,4,4,5,4.96,5.94,0.222222222
HR4,R3,Male,POST,M06,3,3,3,4,6.39,4.75,0.444444444
HR4,R3,Male,PRE,M06,4,3,3,4,5.94,5.41,0.444444444
HR4,R3,Male,POST,M07,5,5,6,6,6.46,7.75,0.111111111
HR4,R3,Male,PRE,M07,4,4,5,5,7.99,7.04,0.222222222
HR4,R3,Male,POST,M08,5,4,4,5,5.99,5.01,0.111111111
HR4,R3,Male,PRE,M08,5,5,4,5,5.29,5.98,0.222222222
HR4,R3,Male,POST,M09,5,4,4,5,5.96,5.05,0.222222222
HR4,R3,Male,PRE,M09,2,3,4,3,9.82,7.68,0.555555556
HR4,R3,Male,POST,M10,4,4,3,4,7.3,6,0.222222222
HR4,R3,Male,PRE,M10,3,4,4,5,6.13,8.44,0.333333333
HR4,R3,Male,POST,M11,2,4,5,4,7.42,7.2,0.333333333
HR4,R3,Male,PRE,M11,5,5,4,5,4.61,7.24,0.111111111
HR4,R3,Male,POST,M12,3,3,5,4,7.82,7.46,0.222222222
HR4,R3,Male,PRE,M12,4,5,5,5,5.44,5.48,0.111111111
HR4,R3,Male,POST,M13,3,4,3,4,6.62,6.41,0.333333333
HR4,R3,Male,PRE,M13,2,4,3,4,6.68,6.78,0.333333333
HR4,R3,Male,POST,M14,2,4,5,3,6.76,11.85,0.222222222
HR4,R3,Male,PRE,M14,3,3,5,5,5.73,6.51,0.111111111
HR4,R3,Male,POST,M15,4,3,4,5,5.48,5.94,0.111111111
HR4,R3,Male,PRE,M15,5,4,4,5,5.22,4.17,0.333333333
